charger_id,station_id,station_type,charger_type,power_kw,connector_type,availability_rate
ST0047-C03,ST0047,Office_Commercial,AC,22,Type2,0.995
ST0047-C04,ST0047,Office_Commercial,AC,22,Type2,0.995
ST0047-C05,ST0047,Office_Commercial,DC_Fast,50,CCS2,0.995
ST0047-C06,ST0047,Office_Commercial,AC,22,Type2,0.9754
ST0047-C07,ST0047,Office_Commercial,AC,7,Type2,0.9855
ST0048-C01,ST0048,Office_Commercial,DC_Fast,30,CCS2,0.9674
ST0048-C02,ST0048,Office_Commercial,AC,11,Type2,0.9757
ST0048-C03,ST0048,Office_Commercial,DC_Fast,50,CCS2,0.9759
ST0048-C04,ST0048,Office_Commercial,DC_Fast,60,CCS2,0.9705
ST0048-C05,ST0048,Office_Commercial,DC_Fast,50,CCS2,0.9795
ST0048-C06,ST0048,Office_Commercial,DC_Fast,50,CCS2,0.966
ST0048-C07,ST0048,Office_Commercial,DC_Fast,50,CCS2,0.9702
ST0048-C08,ST0048,Office_Commercial,AC,7,Type2,0.9765
ST0049-C01,ST0049,Hotel,AC,11,Type2,0.9827
ST0049-C02,ST0049,Hotel,DC_Fast,30,CCS2,0.995
ST0049-C03,ST0049,Hotel,DC_Fast,50,CCS2,0.975
ST0049-C04,ST0049,Hotel,AC,22,Type2,0.995
ST0049-C05,ST0049,Hotel,DC_Fast,30,CCS2,0.9742
ST0049-C06,ST0049,Hotel,AC,11,Type2,0.9882
ST0050-C01,ST0050,Mall_Retail,AC,22,Type2,0.9819
ST0050-C02,ST0050,Mall_Retail,DC_Ultra,120,CCS2,0.9766
ST0050-C03,ST0050,Mall_Retail,AC,7,Type2,0.9696
ST0050-C04,ST0050,Mall_Retail,DC_Fast,30,CCS2,0.995
ST0050-C05,ST0050,Mall_Retail,AC,22,Type2,0.995
ST0050-C06,ST0050,Mall_Retail,DC_Fast,50,CCS2,0.9939
ST0050-C07,ST0050,Mall_Retail,AC,7,Type2,0.9918
ST0050-C08,ST0050,Mall_Retail,DC_Fast,50,CCS2,0.983
ST0050-C09,ST0050,Mall_Retail,AC,11,Type2,0.9921
ST0051-C01,ST0051,Mall_Retail,AC,7,Type2,0.9814
ST0051-C02,ST0051,Mall_Retail,DC_Ultra,180,CCS2,0.961
ST0051-C03,ST0051,Mall_Retail,DC_Fast,50,CCS2,0.9648
ST0051-C04,ST0051,Mall_Retail,DC_Fast,50,CCS2,0.9695
ST0051-C05,ST0051,Mall_Retail,DC_Ultra,180,CCS2,0.9545
ST0051-C06,ST0051,Mall_Retail,DC_Fast,50,CCS2,0.9565
ST0051-C07,ST0051,Mall_Retail,DC_Fast,50,CCS2,0.9811
ST0051-C08,ST0051,Mall_Retail,DC_Fast,50,CCS2,0.9714
ST0051-C09,ST0051,Mall_Retail,AC,11,Type2,0.964
ST0051-C10,ST0051,Mall_Retail,AC,11,Type2,0.9687
ST0052-C01,ST0052,Residential,AC,22,Type2,0.9848
ST0052-C02,ST0052,Residential,AC,22,Type2,0.9919
ST0052-C03,ST0052,Residential,DC_Fast,60,CCS2,0.9766
ST0052-C04,ST0052,Residential,AC,22,Type2,0.9746
ST0052-C05,ST0052,Residential,AC,7,Type2,0.9748
ST0052-C06,ST0052,Residential,AC,22,Type2,0.9825
ST0052-C07,ST0052,Residential,DC_Fast,30,CCS2,0.9891
ST0052-C08,ST0052,Residential,AC,22,Type2,0.9635
ST0052-C09,ST0052,Residential,DC_Fast,50,CCS2,0.9801
ST0053-C01,ST0053,Transit_Public,DC_Fast,60,CCS2,0.9506
ST0053-C02,ST0053,Transit_Public,DC_Fast,50,CCS2,0.9603
ST0053-C03,ST0053,Transit_Public,DC_Ultra,150,CCS2,0.9395
ST0053-C04,ST0053,Transit_Public,DC_Fast,60,CCS2,0.9659
ST0053-C05,ST0053,Transit_Public,DC_Fast,50,CCS2,0.9401
ST0053-C06,ST0053,Transit_Public,DC_Fast,50,CCS2,0.9698
ST0053-C07,ST0053,Transit_Public,AC,11,Type2,0.9571
ST0053-C08,ST0053,Transit_Public,DC_Fast,30,CCS2,0.9663
ST0053-C09,ST0053,Transit_Public,DC_Fast,60,CCS2,0.9631
ST0053-C10,ST0053,Transit_Public,DC_Fast,50,CCS2,0.9746
ST0053-C11,ST0053,Transit_Public,DC_Ultra,120,CCS2,0.9629
ST0053-C12,ST0053,Transit_Public,DC_Ultra,150,CCS2,0.9694
ST0054-C01,ST0054,Mall_Retail,AC,22,Type2,0.9813
ST0054-C02,ST0054,Mall_Retail,DC_Fast,60,CCS2,0.994
ST0054-C03,ST0054,Mall_Retail,DC_Fast,30,CCS2,0.9844
ST0054-C04,ST0054,Mall_Retail,DC_Fast,60,CCS2,0.9774
ST0054-C05,ST0054,Mall_Retail,AC,11,Type2,0.9825
ST0054-C06,ST0054,Mall_Retail,DC_Fast,30,CCS2,0.9749
ST0054-C07,ST0054,Mall_Retail,DC_Fast,60,CCS2,0.995
ST0054-C08,ST0054,Mall_Retail,AC,7,Type2,0.9732
ST0054-C09,ST0054,Mall_Retail,AC,11,Type2,0.9782
ST0054-C10,ST0054,Mall_Retail,AC,7,Type2,0.9836
ST0054-C11,ST0054,Mall_Retail,AC,22,Type2,0.9819
ST0054-C12,ST0054,Mall_Retail,AC,22,Type2,0.9828
ST0055-C01,ST0055,Residential,AC,7,Type2,0.995
ST0055-C02,ST0055,Residential,DC_Fast,60,CCS2,0.995
ST0055-C03,ST0055,Residential,AC,22,Type2,0.995
ST0055-C04,ST0055,Residential,AC,22,Type2,0.995
ST0055-C05,ST0055,Residential,AC,22,Type2,0.9814
ST0055-C06,ST0055,Residential,AC,7,Type2,0.995
ST0055-C07,ST0055,Residential,DC_Ultra,150,CCS2,0.995
ST0055-C08,ST0055,Residential,AC,22,Type2,0.995
ST0056-C01,ST0056,Office_Commercial,DC_Fast,50,CCS2,0.9409
ST0056-C02,ST0056,Office_Commercial,DC_Fast,50,CCS2,0.942
ST0056-C03,ST0056,Office_Commercial,DC_Fast,30,CCS2,0.9313
ST0056-C04,ST0056,Office_Commercial,AC,22,Type2,0.9511
ST0056-C05,ST0056,Office_Commercial,AC,11,Type2,0.9509
ST0056-C06,ST0056,Office_Commercial,AC,22,Type2,0.9558
ST0056-C07,ST0056,Office_Commercial,AC,7,Type2,0.9447
ST0056-C08,ST0056,Office_Commercial,AC,7,Type2,0.9417
ST0056-C09,ST0056,Office_Commercial,DC_Fast,50,CCS2,0.9483
ST0057-C01,ST0057,Highway,DC_Fast,50,CCS2,0.9805
ST0057-C02,ST0057,Highway,DC_Fast,50,CCS2,0.9853
ST0057-C03,ST0057,Highway,DC_Fast,50,CCS2,0.9837
ST0057-C04,ST0057,Highway,DC_Ultra,150,CCS2,0.9888
ST0057-C05,ST0057,Highway,DC_Fast,50,CCS2,0.9874
ST0057-C06,ST0057,Highway,DC_Ultra,120,CCS2,0.98
ST0057-C07,ST0057,Highway,DC_Ultra,120,CCS2,0.9753
ST0057-C08,ST0057,Highway,DC_Fast,50,CCS2,0.9841
ST0057-C09,ST0057,Highway,AC,11,Type2,0.9787
ST0057-C10,ST0057,Highway,DC_Fast,60,CCS2,0.9722
ST0057-C11,ST0057,Highway,DC_Fast,50,CCS2,0.9769
ST0057-C12,ST0057,Highway,DC_Ultra,120,CCS2,0.9711
ST0058-C01,ST0058,Highway,DC_Fast,60,CCS2,0.9748
ST0058-C02,ST0058,Highway,DC_Fast,50,CCS2,0.977
ST0058-C03,ST0058,Highway,AC,22,Type2,0.9683
ST0058-C04,ST0058,Highway,DC_Ultra,150,CCS2,0.9778
ST0058-C05,ST0058,Highway,DC_Fast,60,CCS2,0.9744
ST0058-C06,ST0058,Highway,DC_Ultra,150,CCS2,0.9632
ST0058-C07,ST0058,Highway,DC_Fast,50,CCS2,0.96
ST0058-C08,ST0058,Highway,AC,7,Type2,0.9831
ST0058-C09,ST0058,Highway,DC_Ultra,150,CCS2,0.956
ST0058-C10,ST0058,Highway,DC_Fast,60,CCS2,0.9728
ST0058-C11,ST0058,Highway,DC_Ultra,120,CCS2,0.9624
ST0058-C12,ST0058,Highway,DC_Fast,30,CCS2,0.9877
ST0058-C13,ST0058,Highway,DC_Fast,50,CCS2,0.9786
ST0059-C01,ST0059,Mall_Retail,DC_Ultra,120,CCS2,0.98
ST0059-C02,ST0059,Mall_Retail,DC_Fast,60,CCS2,0.9822
ST0059-C03,ST0059,Mall_Retail,DC_Fast,50,CCS2,0.9876
ST0059-C04,ST0059,Mall_Retail,AC,22,Type2,0.9907
ST0059-C05,ST0059,Mall_Retail,DC_Fast,50,CCS2,0.9805
ST0059-C06,ST0059,Mall_Retail,DC_Fast,50,CCS2,0.995
ST0059-C07,ST0059,Mall_Retail,AC,7,Type2,0.9833
ST0059-C08,ST0059,Mall_Retail,AC,11,Type2,0.9681
ST0059-C09,ST0059,Mall_Retail,AC,22,Type2,0.995
ST0060-C01,ST0060,Transit_Public,DC_Fast,50,CCS2,0.9563
ST0060-C02,ST0060,Transit_Public,AC,22,Type2,0.9487
ST0060-C03,ST0060,Transit_Public,DC_Fast,50,CCS2,0.9569
ST0060-C04,ST0060,Transit_Public,DC_Fast,60,CCS2,0.9554
ST0060-C05,ST0060,Transit_Public,DC_Fast,50,CCS2,0.9684
ST0060-C06,ST0060,Transit_Public,AC,7,Type2,0.9417
ST0060-C07,ST0060,Transit_Public,DC_Fast,50,CCS2,0.9632
ST0060-C08,ST0060,Transit_Public,DC_Ultra,150,CCS2,0.9667
ST0061-C01,ST0061,Office_Commercial,DC_Fast,50,CCS2,0.9918
ST0061-C02,ST0061,Office_Commercial,AC,7,Type2,0.995
ST0061-C03,ST0061,Office_Commercial,AC,22,Type2,0.9757
ST0061-C04,ST0061,Office_Commercial,DC_Fast,50,CCS2,0.9943
ST0061-C05,ST0061,Office_Commercial,DC_Fast,30,CCS2,0.9774
ST0061-C06,ST0061,Office_Commercial,DC_Ultra,120,CCS2,0.9852
ST0061-C07,ST0061,Office_Commercial,DC_Fast,50,CCS2,0.9789
ST0061-C08,ST0061,Office_Commercial,DC_Fast,50,CCS2,0.9841
ST0062-C01,ST0062,Residential,AC,22,Type2,0.995
ST0062-C02,ST0062,Residential,DC_Fast,50,CCS2,0.9823
ST0062-C03,ST0062,Residential,AC,7,Type2,0.9932
ST0062-C04,ST0062,Residential,DC_Fast,60,CCS2,0.9949
ST0062-C05,ST0062,Residential,AC,22,Type2,0.9849
ST0062-C06,ST0062,Residential,DC_Fast,30,CCS2,0.995
ST0062-C07,ST0062,Residential,DC_Fast,60,CCS2,0.995
ST0062-C08,ST0062,Residential,AC,7,Type2,0.9938
ST0062-C09,ST0062,Residential,AC,22,Type2,0.9894
ST0063-C01,ST0063,Mall_Retail,DC_Fast,50,CCS2,0.9603
ST0063-C02,ST0063,Mall_Retail,DC_Fast,50,CCS2,0.9658
ST0063-C03,ST0063,Mall_Retail,DC_Fast,60,CCS2,0.9752
ST0063-C04,ST0063,Mall_Retail,AC,11,Type2,0.9735
ST0063-C05,ST0063,Mall_Retail,AC,7,Type2,0.9631
ST0063-C06,ST0063,Mall_Retail,DC_Fast,60,CCS2,0.9807
ST0064-C01,ST0064,Highway,DC_Fast,50,CCS2,0.9457
ST0064-C02,ST0064,Highway,DC_Fast,30,CCS2,0.9406
ST0064-C03,ST0064,Highway,DC_Fast,50,CCS2,0.9693
ST0064-C04,ST0064,Highway,DC_Fast,60,CCS2,0.9486
ST0064-C05,ST0064,Highway,DC_Fast,30,CCS2,0.9506
ST0064-C06,ST0064,Highway,DC_Ultra,150,CCS2,0.9521
ST0064-C07,ST0064,Highway,DC_Ultra,120,CCS2,0.9475
ST0064-C08,ST0064,Highway,DC_Ultra,180,CCS2,0.9272
ST0064-C09,ST0064,Highway,DC_Fast,50,CCS2,0.949
ST0065-C01,ST0065,Residential,DC_Fast,30,CCS2,0.9511
ST0065-C02,ST0065,Residential,AC,22,Type2,0.9347
ST0065-C03,ST0065,Residential,AC,11,Type2,0.9489
ST0065-C04,ST0065,Residential,DC_Fast,50,CCS2,0.937
ST0066-C01,ST0066,Residential,DC_Fast,50,CCS2,0.9863
ST0066-C02,ST0066,Residential,DC_Fast,50,CCS2,0.9713
ST0066-C03,ST0066,Residential,AC,22,Type2,0.9871
ST0066-C04,ST0066,Residential,AC,22,Type2,0.9738
ST0066-C05,ST0066,Residential,AC,11,Type2,0.9644
ST0066-C06,ST0066,Residential,AC,22,Type2,0.9628
ST0067-C01,ST0067,Highway,DC_Ultra,180,CCS2,0.9825
ST0067-C02,ST0067,Highway,DC_Ultra,150,CCS2,0.9796
ST0067-C03,ST0067,Highway,DC_Ultra,150,CCS2,0.9893
ST0067-C04,ST0067,Highway,DC_Fast,50,CCS2,0.9756
ST0067-C05,ST0067,Highway,DC_Fast,30,CCS2,0.9694
ST0067-C06,ST0067,Highway,DC_Fast,60,CCS2,0.9771
ST0067-C07,ST0067,Highway,DC_Ultra,150,CCS2,0.9763
ST0067-C08,ST0067,Highway,AC,11,Type2,0.9771
ST0067-C09,ST0067,Highway,DC_Fast,30,CCS2,0.9803
ST0067-C10,ST0067,Highway,DC_Ultra,180,CCS2,0.9771
ST0067-C11,ST0067,Highway,DC_Fast,60,CCS2,0.9802
ST0067-C12,ST0067,Highway,DC_Ultra,180,CCS2,0.9771
ST0067-C13,ST0067,Highway,DC_Fast,50,CCS2,0.9847
ST0068-C01,ST0068,Office_Commercial,DC_Fast,50,CCS2,0.966
ST0068-C02,ST0068,Office_Commercial,AC,22,Type2,0.9491
ST0068-C03,ST0068,Office_Commercial,AC,11,Type2,0.9664
ST0068-C04,ST0068,Office_Commercial,AC,22,Type2,0.9683
ST0068-C05,ST0068,Office_Commercial,DC_Ultra,180,CCS2,0.9631
ST0068-C06,ST0068,Office_Commercial,DC_Fast,30,CCS2,0.9566
ST0068-C07,ST0068,Office_Commercial,DC_Fast,30,CCS2,0.9561
ST0068-C08,ST0068,Office_Commercial,DC_Fast,30,CCS2,0.9827
ST0068-C09,ST0068,Office_Commercial,DC_Fast,30,CCS2,0.9681
ST0068-C10,ST0068,Office_Commercial,DC_Fast,60,CCS2,0.9631
ST0068-C11,ST0068,Office_Commercial,AC,22,Type2,0.9676
ST0068-C12,ST0068,Office_Commercial,DC_Fast,60,CCS2,0.9671
ST0069-C01,ST0069,Office_Commercial,DC_Fast,50,CCS2,0.9714
ST0069-C02,ST0069,Office_Commercial,DC_Fast,60,CCS2,0.9614
ST0069-C03,ST0069,Office_Commercial,AC,22,Type2,0.9621
ST0069-C04,ST0069,Office_Commercial,AC,7,Type2,0.9598
ST0069-C05,ST0069,Office_Commercial,DC_Fast,60,CCS2,0.9607
ST0069-C06,ST0069,Office_Commercial,AC,11,Type2,0.9748
ST0069-C07,ST0069,Office_Commercial,DC_Fast,50,CCS2,0.9797
ST0069-C08,ST0069,Office_Commercial,AC,11,Type2,0.9578
ST0069-C09,ST0069,Office_Commercial,AC,7,Type2,0.9566
ST0069-C10,ST0069,Office_Commercial,AC,22,Type2,0.961
ST0069-C11,ST0069,Office_Commercial,DC_Fast,30,CCS2,0.9576
ST0070-C01,ST0070,Office_Commercial,AC,11,Type2,0.9512
ST0070-C02,ST0070,Office_Commercial,AC,11,Type2,0.9642
ST0070-C03,ST0070,Office_Commercial,AC,11,Type2,0.953
ST0070-C04,ST0070,Office_Commercial,AC,11,Type2,0.9523
ST0070-C05,ST0070,Office_Commercial,DC_Fast,50,CCS2,0.9623
ST0070-C06,ST0070,Office_Commercial,AC,7,Type2,0.9514
ST0070-C07,ST0070,Office_Commercial,DC_Fast,50,CCS2,0.9427
ST0071-C01,ST0071,Fleet,DC_Fast,60,CCS2,0.9631
ST0071-C02,ST0071,Fleet,DC_Fast,50,CCS2,0.9645
ST0071-C03,ST0071,Fleet,DC_Ultra,180,CCS2,0.9622
ST0071-C04,ST0071,Fleet,DC_Fast,50,CCS2,0.9692
ST0071-C05,ST0071,Fleet,DC_Fast,50,CCS2,0.9624
ST0071-C06,ST0071,Fleet,DC_Fast,60,CCS2,0.9503
ST0071-C07,ST0071,Fleet,AC,22,Type2,0.9657
ST0071-C08,ST0071,Fleet,AC,22,Type2,0.9734
ST0071-C09,ST0071,Fleet,DC_Fast,60,CCS2,0.9499
ST0071-C10,ST0071,Fleet,DC_Ultra,150,CCS2,0.9656
ST0072-C01,ST0072,Residential,AC,11,Type2,0.962
ST0072-C02,ST0072,Residential,AC,11,Type2,0.9759
ST0072-C03,ST0072,Residential,DC_Ultra,180,CCS2,0.962
ST0072-C04,ST0072,Residential,DC_Ultra,180,CCS2,0.975
ST0072-C05,ST0072,Residential,AC,7,Type2,0.9601
ST0072-C06,ST0072,Residential,AC,11,Type2,0.9736
ST0072-C07,ST0072,Residential,DC_Fast,50,CCS2,0.9708
ST0072-C08,ST0072,Residential,DC_Fast,50,CCS2,0.9808
ST0072-C09,ST0072,Residential,AC,11,Type2,0.9643
ST0073-C01,ST0073,Residential,AC,11,Type2,0.9523
ST0073-C02,ST0073,Residential,AC,22,Type2,0.955
ST0073-C03,ST0073,Residential,DC_Fast,30,CCS2,0.9612
ST0073-C04,ST0073,Residential,AC,11,Type2,0.9561
ST0073-C05,ST0073,Residential,AC,22,Type2,0.9605
ST0073-C06,ST0073,Residential,DC_Fast,50,CCS2,0.9626
ST0073-C07,ST0073,Residential,AC,11,Type2,0.9687
ST0073-C08,ST0073,Residential,AC,22,Type2,0.9597
ST0074-C01,ST0074,Mall_Retail,AC,22,Type2,0.95
ST0074-C02,ST0074,Mall_Retail,AC,11,Type2,0.9791
ST0074-C03,ST0074,Mall_Retail,DC_Ultra,150,CCS2,0.9516
ST0074-C04,ST0074,Mall_Retail,DC_Fast,30,CCS2,0.976
ST0074-C05,ST0074,Mall_Retail,AC,22,Type2,0.9654
ST0074-C06,ST0074,Mall_Retail,AC,11,Type2,0.9667
ST0074-C07,ST0074,Mall_Retail,DC_Fast,50,CCS2,0.9662
ST0074-C08,ST0074,Mall_Retail,DC_Fast,60,CCS2,0.9689
ST0074-C09,ST0074,Mall_Retail,DC_Fast,30,CCS2,0.9583
ST0075-C01,ST0075,Office_Commercial,DC_Fast,50,CCS2,0.9592
ST0075-C02,ST0075,Office_Commercial,AC,7,Type2,0.9594
ST0075-C03,ST0075,Office_Commercial,AC,22,Type2,0.9547
ST0075-C04,ST0075,Office_Commercial,AC,22,Type2,0.9506
ST0075-C05,ST0075,Office_Commercial,DC_Fast,60,CCS2,0.9482
ST0075-C06,ST0075,Office_Commercial,AC,11,Type2,0.9588
ST0075-C07,ST0075,Office_Commercial,AC,22,Type2,0.9639
ST0075-C08,ST0075,Office_Commercial,DC_Fast,50,CCS2,0.9495
ST0075-C09,ST0075,Office_Commercial,DC_Ultra,150,CCS2,0.9519
ST0076-C01,ST0076,Fleet,DC_Fast,60,CCS2,0.9731
ST0076-C02,ST0076,Fleet,AC,22,Type2,0.9836
ST0076-C03,ST0076,Fleet,DC_Fast,60,CCS2,0.9785
ST0076-C04,ST0076,Fleet,DC_Ultra,150,CCS2,0.9737
ST0076-C05,ST0076,Fleet,DC_Fast,50,CCS2,0.9741
ST0076-C06,ST0076,Fleet,DC_Fast,60,CCS2,0.9809
ST0076-C07,ST0076,Fleet,DC_Fast,30,CCS2,0.9779
ST0076-C08,ST0076,Fleet,DC_Ultra,150,CCS2,0.9769
ST0076-C09,ST0076,Fleet,DC_Fast,50,CCS2,0.9844
ST0076-C10,ST0076,Fleet,DC_Fast,50,CCS2,0.9697
ST0076-C11,ST0076,Fleet,DC_Fast,60,CCS2,0.9856
ST0076-C12,ST0076,Fleet,DC_Fast,60,CCS2,0.9912
ST0076-C13,ST0076,Fleet,DC_Fast,60,CCS2,0.9816
ST0076-C14,ST0076,Fleet,DC_Ultra,120,CCS2,0.9852
ST0077-C01,ST0077,Fleet,DC_Fast,50,CCS2,0.9826
ST0077-C02,ST0077,Fleet,DC_Fast,30,CCS2,0.9781
ST0077-C03,ST0077,Fleet,DC_Fast,50,CCS2,0.9803
ST0077-C04,ST0077,Fleet,DC_Fast,50,CCS2,0.9719
ST0077-C05,ST0077,Fleet,AC,11,Type2,0.9744
ST0077-C06,ST0077,Fleet,DC_Fast,50,CCS2,0.9741
ST0077-C07,ST0077,Fleet,DC_Fast,50,CCS2,0.9703
ST0077-C08,ST0077,Fleet,DC_Fast,50,CCS2,0.9655
ST0077-C09,ST0077,Fleet,DC_Fast,60,CCS2,0.9808
ST0077-C10,ST0077,Fleet,DC_Fast,30,CCS2,0.9841
ST0077-C11,ST0077,Fleet,DC_Fast,60,CCS2,0.9795
ST0077-C12,ST0077,Fleet,AC,22,Type2,0.9757
ST0077-C13,ST0077,Fleet,DC_Fast,60,CCS2,0.9941
ST0078-C01,ST0078,Office_Commercial,AC,11,Type2,0.995
ST0078-C02,ST0078,Office_Commercial,AC,11,Type2,0.9797
ST0078-C03,ST0078,Office_Commercial,DC_Fast,60,CCS2,0.995
ST0078-C04,ST0078,Office_Commercial,AC,7,Type2,0.9911
ST0078-C05,ST0078,Office_Commercial,AC,11,Type2,0.9845
ST0078-C06,ST0078,Office_Commercial,DC_Ultra,150,CCS2,0.9936
ST0078-C07,ST0078,Office_Commercial,AC,11,Type2,0.9835
ST0079-C01,ST0079,Highway,DC_Fast,30,CCS2,0.9876
ST0079-C02,ST0079,Highway,DC_Fast,50,CCS2,0.983
ST0079-C03,ST0079,Highway,DC_Ultra,120,CCS2,0.9788
ST0079-C04,ST0079,Highway,DC_Fast,50,CCS2,0.9941
ST0079-C05,ST0079,Highway,DC_Fast,50,CCS2,0.995
ST0079-C06,ST0079,Highway,DC_Ultra,150,CCS2,0.9757
ST0079-C07,ST0079,Highway,DC_Fast,60,CCS2,0.992
ST0079-C08,ST0079,Highway,DC_Fast,50,CCS2,0.9875
ST0079-C09,ST0079,Highway,DC_Ultra,150,CCS2,0.9928
ST0079-C10,ST0079,Highway,DC_Fast,50,CCS2,0.995
ST0079-C11,ST0079,Highway,DC_Fast,50,CCS2,0.9896
ST0080-C01,ST0080,Residential,DC_Fast,50,CCS2,0.9925
ST0080-C02,ST0080,Residential,DC_Fast,30,CCS2,0.995
ST0080-C03,ST0080,Residential,AC,7,Type2,0.995
ST0080-C04,ST0080,Residential,DC_Fast,50,CCS2,0.9923
ST0080-C05,ST0080,Residential,DC_Fast,30,CCS2,0.9792
ST0080-C06,ST0080,Residential,DC_Ultra,150,CCS2,0.995
ST0080-C07,ST0080,Residential,AC,7,Type2,0.9947
ST0080-C08,ST0080,Residential,AC,11,Type2,0.9778
ST0081-C01,ST0081,Mall_Retail,AC,22,Type2,0.9584
ST0081-C02,ST0081,Mall_Retail,AC,11,Type2,0.9581
ST0081-C03,ST0081,Mall_Retail,AC,22,Type2,0.9643
ST0081-C04,ST0081,Mall_Retail,AC,22,Type2,0.9428
ST0081-C05,ST0081,Mall_Retail,DC_Fast,60,CCS2,0.9594
ST0081-C06,ST0081,Mall_Retail,DC_Ultra,120,CCS2,0.9516
ST0081-C07,ST0081,Mall_Retail,DC_Ultra,120,CCS2,0.9551
ST0081-C08,ST0081,Mall_Retail,DC_Fast,60,CCS2,0.9685
ST0081-C09,ST0081,Mall_Retail,DC_Fast,60,CCS2,0.9509
ST0081-C10,ST0081,Mall_Retail,AC,7,Type2,0.9604
ST0081-C11,ST0081,Mall_Retail,DC_Fast,30,CCS2,0.9646
ST0081-C12,ST0081,Mall_Retail,DC_Fast,50,CCS2,0.9612
ST0082-C01,ST0082,Office_Commercial,AC,11,Type2,0.951
ST0082-C02,ST0082,Office_Commercial,DC_Fast,50,CCS2,0.9573
ST0082-C03,ST0082,Office_Commercial,AC,7,Type2,0.9752
ST0082-C04,ST0082,Office_Commercial,DC_Fast,50,CCS2,0.9609
ST0082-C05,ST0082,Office_Commercial,AC,22,Type2,0.9583
ST0082-C06,ST0082,Office_Commercial,AC,22,Type2,0.9545
ST0083-C01,ST0083,Office_Commercial,DC_Ultra,120,CCS2,0.9581
ST0083-C02,ST0083,Office_Commercial,DC_Fast,60,CCS2,0.9627
ST0083-C03,ST0083,Office_Commercial,AC,11,Type2,0.9651
ST0083-C04,ST0083,Office_Commercial,DC_Fast,50,CCS2,0.9588
ST0083-C05,ST0083,Office_Commercial,AC,22,Type2,0.9674
ST0083-C06,ST0083,Office_Commercial,DC_Fast,30,CCS2,0.9683
ST0083-C07,ST0083,Office_Commercial,DC_Fast,50,CCS2,0.971
ST0083-C08,ST0083,Office_Commercial,AC,11,Type2,0.9614
ST0083-C09,ST0083,Office_Commercial,DC_Ultra,120,CCS2,0.976
ST0083-C10,ST0083,Office_Commercial,AC,11,Type2,0.9704
ST0083-C11,ST0083,Office_Commercial,DC_Fast,30,CCS2,0.9881
ST0083-C12,ST0083,Office_Commercial,DC_Fast,60,CCS2,0.9597
ST0084-C01,ST0084,Residential,AC,7,Type2,0.98
ST0084-C02,ST0084,Residential,AC,22,Type2,0.9922
ST0084-C03,ST0084,Residential,AC,22,Type2,0.9603
ST0084-C04,ST0084,Residential,AC,22,Type2,0.9613
ST0084-C05,ST0084,Residential,AC,22,Type2,0.9742
ST0084-C06,ST0084,Residential,DC_Fast,50,CCS2,0.9913
ST0084-C07,ST0084,Residential,AC,11,Type2,0.981
ST0084-C08,ST0084,Residential,DC_Fast,30,CCS2,0.9672
ST0085-C01,ST0085,Mall_Retail,AC,11,Type2,0.9697
ST0085-C02,ST0085,Mall_Retail,DC_Fast,60,CCS2,0.9625
ST0085-C03,ST0085,Mall_Retail,AC,22,Type2,0.9684
ST0085-C04,ST0085,Mall_Retail,AC,7,Type2,0.9614
ST0085-C05,ST0085,Mall_Retail,DC_Fast,50,CCS2,0.9727
ST0085-C06,ST0085,Mall_Retail,DC_Fast,50,CCS2,0.9791
ST0085-C07,ST0085,Mall_Retail,AC,11,Type2,0.965
ST0085-C08,ST0085,Mall_Retail,DC_Fast,60,CCS2,0.9641
ST0085-C09,ST0085,Mall_Retail,DC_Fast,60,CCS2,0.953
ST0086-C01,ST0086,Highway,DC_Fast,60,CCS2,0.9876
ST0086-C02,ST0086,Highway,DC_Fast,30,CCS2,0.9947
ST0086-C03,ST0086,Highway,DC_Ultra,180,CCS2,0.9878
ST0086-C04,ST0086,Highway,DC_Ultra,150,CCS2,0.995
ST0086-C05,ST0086,Highway,DC_Ultra,150,CCS2,0.9839
ST0086-C06,ST0086,Highway,AC,11,Type2,0.995
ST0086-C07,ST0086,Highway,DC_Fast,30,CCS2,0.9823
ST0086-C08,ST0086,Highway,DC_Fast,30,CCS2,0.9946
ST0086-C09,ST0086,Highway,DC_Ultra,150,CCS2,0.9867
ST0086-C10,ST0086,Highway,DC_Fast,60,CCS2,0.995
ST0086-C11,ST0086,Highway,DC_Fast,50,CCS2,0.995
ST0086-C12,ST0086,Highway,DC_Fast,50,CCS2,0.995
ST0086-C13,ST0086,Highway,DC_Fast,50,CCS2,0.995
ST0087-C01,ST0087,Mall_Retail,DC_Ultra,120,CCS2,0.9604
ST0087-C02,ST0087,Mall_Retail,DC_Ultra,150,CCS2,0.9764
ST0087-C03,ST0087,Mall_Retail,AC,7,Type2,0.9446
ST0087-C04,ST0087,Mall_Retail,DC_Fast,50,CCS2,0.9842
ST0087-C05,ST0087,Mall_Retail,AC,11,Type2,0.9532
ST0087-C06,ST0087,Mall_Retail,DC_Fast,50,CCS2,0.9692
ST0087-C07,ST0087,Mall_Retail,AC,22,Type2,0.9713
ST0087-C08,ST0087,Mall_Retail,AC,11,Type2,0.972
ST0087-C09,ST0087,Mall_Retail,DC_Fast,60,CCS2,0.9873
ST0087-C10,ST0087,Mall_Retail,DC_Fast,50,CCS2,0.9565
ST0087-C11,ST0087,Mall_Retail,DC_Ultra,120,CCS2,0.9782
ST0088-C01,ST0088,Transit_Public,DC_Fast,50,CCS2,0.9602
