customer_id,customer_segment_x,total_sessions,peak_sessions,peak_share,total_energy_kwh,avg_energy_kwh,flexibility_score,eligible_for_intervention,intervention_score,priority_band,city,experiment_group,incentive_rate,intervention,base_response_probability,response_probability,responded,shifted_peak_sessions,post_peak_sessions,demand_shift_rate
CUST00251,Routine_Commuter,141,43,0.3049645390070922,2467.82,17.5022695035461,68.0,True,54.23608156028369,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.38599999999999995,True,25,18,0.5813953488372093
CUST07414,Routine_Commuter,136,49,0.3602941176470588,4292.98,31.566029411764703,63.8,True,54.22926470588236,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.3776,False,0,49,0.0
CUST05944,Routine_Commuter,145,47,0.3241379310344827,4765.28,32.864,65.0,True,54.22051724137931,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.38,False,0,47,0.0
CUST02649,Routine_Commuter,141,49,0.3475177304964539,2975.43,21.102340425531914,63.7,True,54.21820921985816,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.37739999999999996,False,0,49,0.0
CUST04332,Routine_Commuter,148,45,0.304054054054054,3125.87,21.120743243243243,66.3,True,54.215912162162155,Medium,Chandigarh,Control,0.0,No Incentive,0.35,0.3826,False,0,45,0.0
CUST07541,Routine_Commuter,141,48,0.3404255319148936,4161.74,29.515886524822697,64.4,True,54.21452127659575,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.37879999999999997,False,0,48,0.0
CUST00884,Routine_Commuter,133,48,0.3609022556390977,3045.25,22.896616541353385,64.6,True,54.212340225563906,Medium,Chandigarh,Control,0.0,No Incentive,0.35,0.3792,False,0,48,0.0
CUST05321,Price_Sensitive,134,50,0.373134328358209,4165.06,31.082537313432837,63.0,True,54.20287313432837,Medium,Jaipur,Treatment,0.15,Off-Peak Incentive,0.3,0.326,False,0,50,0.0
CUST07754,Routine_Commuter,137,52,0.3795620437956204,3579.98,26.131240875912408,61.5,True,54.20248175182482,Medium,Kolkata,Control,0.0,No Incentive,0.35,0.373,False,0,52,0.0
CUST05718,Routine_Commuter,146,46,0.3150684931506849,2158.15,14.781849315068492,65.6,True,54.196489726027394,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.3812,False,0,46,0.0
CUST02060,Routine_Commuter,138,44,0.3188405797101449,3318.06,24.04391304347826,67.3,True,54.1961231884058,Medium,Ahmedabad,Treatment,0.15,Off-Peak Incentive,0.35,0.38459999999999994,False,0,44,0.0
CUST04930,Routine_Commuter,142,47,0.3309859154929577,3677.33,25.89669014084507,65.0,True,54.18943661971831,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.35,0.38,False,0,47,0.0
CUST00824,Routine_Commuter,145,45,0.3103448275862069,3535.35,24.38172413793103,66.3,True,54.18879310344828,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.3826,False,0,45,0.0
CUST06299,Routine_Commuter,147,48,0.3265306122448979,5974.8,40.64489795918367,64.2,True,54.17747448979592,Medium,Bengaluru,Treatment,0.15,Off-Peak Incentive,0.35,0.37839999999999996,True,27,21,0.5625
CUST04235,Price_Sensitive,133,42,0.3157894736842105,2407.16,18.09894736842105,69.0,True,54.16782894736842,Medium,Bengaluru,Control,0.0,No Incentive,0.3,0.33799999999999997,False,0,42,0.0
CUST02139,Routine_Commuter,143,43,0.3006993006993007,2864.28,20.02993006993007,67.7,True,54.16422202797202,Medium,Hyderabad,Control,0.0,No Incentive,0.35,0.38539999999999996,False,0,43,0.0
CUST05783,Routine_Commuter,142,47,0.3309859154929577,2933.59,20.659084507042255,64.9,True,54.149436619718315,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.37979999999999997,False,0,47,0.0
CUST01358,Routine_Commuter,142,45,0.3169014084507042,3456.59,24.34218309859155,66.3,True,54.146056338028174,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.35,0.3826,True,26,19,0.5777777777777777
CUST00024,Routine_Commuter,140,44,0.3142857142857143,5789.8,41.355714285714285,67.1,True,54.135178571428575,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.3842,True,26,18,0.5909090909090909
CUST01749,Routine_Commuter,140,44,0.3142857142857143,2953.88,21.09914285714286,67.1,True,54.135178571428575,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.35,0.3842,False,0,44,0.0
CUST05541,Routine_Commuter,141,47,0.3333333333333333,2840.02,20.141985815602837,64.9,True,54.130833333333335,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.37979999999999997,False,0,47,0.0
CUST00686,Routine_Commuter,141,47,0.3333333333333333,3729.34,26.44921985815603,64.9,True,54.130833333333335,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.37979999999999997,False,0,47,0.0
CUST04087,Routine_Commuter,137,49,0.3576642335766423,3058.71,22.326350364963503,63.5,True,54.1265693430657,Medium,Kolkata,Control,0.0,No Incentive,0.35,0.377,False,0,49,0.0
CUST04934,Routine_Commuter,135,50,0.3703703703703703,4532.45,33.5737037037037,62.8,True,54.12481481481481,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.35,0.3756,True,28,22,0.56
CUST06400,Price_Sensitive,136,41,0.3014705882352941,3268.5,24.033088235294116,69.4,True,54.11632352941177,Medium,Bengaluru,Treatment,0.15,Off-Peak Incentive,0.3,0.3388,True,24,17,0.5853658536585366
CUST00283,Routine_Commuter,137,44,0.3211678832116788,4175.3,30.476642335766424,67.1,True,54.10671532846715,Medium,Lucknow,Control,0.0,No Incentive,0.35,0.3842,False,0,44,0.0
CUST01227,Routine_Commuter,138,46,0.3333333333333333,2884.54,20.902463768115943,65.6,True,54.09583333333333,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.35,0.3812,False,0,46,0.0
CUST04257,Routine_Commuter,138,45,0.3260869565217391,3410.06,24.710579710144927,66.3,True,54.08597826086956,Medium,Hyderabad,Control,0.0,No Incentive,0.35,0.3826,False,0,45,0.0
CUST00573,Routine_Commuter,136,47,0.3455882352941176,2314.33,17.017132352941175,64.9,True,54.08102941176471,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.37979999999999997,False,0,47,0.0
CUST07492,Routine_Commuter,136,44,0.3235294117647059,2300.38,16.91455882352941,67.1,True,54.078676470588235,Medium,Pune,Control,0.0,No Incentive,0.35,0.3842,False,0,44,0.0
CUST05586,Price_Sensitive,134,41,0.3059701492537313,2550.25,19.03171641791045,69.4,True,54.07630597014926,Medium,Kolkata,Treatment,0.15,Off-Peak Incentive,0.3,0.3388,False,0,41,0.0
CUST04693,Routine_Commuter,140,47,0.3357142857142857,3145.05,22.46464285714286,64.8,True,54.072321428571435,Medium,Hyderabad,Control,0.0,No Incentive,0.35,0.3796,False,0,47,0.0
CUST01177,Routine_Commuter,129,50,0.3875968992248062,3332.23,25.83124031007752,62.9,True,54.06262596899225,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.35,0.37579999999999997,True,28,22,0.56
CUST01108,Routine_Commuter,135,46,0.3407407407407407,3112.59,23.056222222222225,65.6,True,54.059629629629626,Medium,Chandigarh,Control,0.0,No Incentive,0.35,0.3812,False,0,46,0.0
CUST05232,Routine_Commuter,131,49,0.3740458015267175,2899.22,22.13145038167939,63.5,True,54.056832061068704,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.377,False,0,49,0.0
CUST06407,Routine_Commuter,137,43,0.3138686131386861,4541.08,33.14656934306569,67.7,True,54.05474452554745,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.35,0.38539999999999996,False,0,43,0.0
CUST00719,Routine_Commuter,139,45,0.3237410071942446,2857.27,20.555899280575535,66.2,True,54.04964028776978,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.38239999999999996,False,0,45,0.0
CUST04830,Routine_Commuter,139,45,0.3237410071942446,4104.62,29.529640287769784,66.2,True,54.04964028776978,Medium,Ahmedabad,Treatment,0.15,Off-Peak Incentive,0.35,0.38239999999999996,False,0,45,0.0
CUST04022,Price_Sensitive,141,46,0.3262411347517731,2428.5,17.22340425531915,65.4,True,54.04714539007093,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.3,0.3308,False,0,46,0.0
CUST06286,Routine_Commuter,131,47,0.3587786259541984,3760.53,28.706335877862593,65.0,True,54.046145038167936,Medium,Kolkata,Treatment,0.15,Off-Peak Incentive,0.35,0.38,False,0,47,0.0
CUST00959,Routine_Commuter,137,42,0.3065693430656934,3145.32,22.958540145985403,68.4,True,54.04277372262774,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.3868,False,0,42,0.0
CUST01792,Routine_Commuter,137,48,0.3503649635036496,2845.62,20.77094890510949,64.0,True,54.034598540145986,Medium,Jaipur,Treatment,0.15,Off-Peak Incentive,0.35,0.378,False,0,48,0.0
CUST05402,Routine_Commuter,128,50,0.390625,3373.88,26.3584375,62.9,True,54.03375,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.37579999999999997,False,0,50,0.0
CUST05430,Routine_Commuter,129,49,0.3798449612403101,2764.57,21.43077519379845,63.6,True,54.032548449612406,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.35,0.3772,False,0,49,0.0
CUST07705,Routine_Commuter,141,50,0.3546099290780142,4577.23,32.46262411347517,62.5,True,54.02189716312056,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.375,False,0,50,0.0
CUST06466,Routine_Commuter,131,49,0.3740458015267175,4103.07,31.321145038167938,63.4,True,54.0168320610687,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.37679999999999997,False,0,49,0.0
CUST01020,Routine_Commuter,137,43,0.3138686131386861,3038.55,22.17919708029197,67.6,True,54.01474452554744,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.3852,True,25,18,0.5813953488372093
CUST01065,Routine_Commuter,141,48,0.3404255319148936,3600.37,25.5345390070922,63.9,True,54.014521276595744,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.37779999999999997,False,0,48,0.0
CUST02699,Routine_Commuter,136,42,0.3088235294117647,2882.83,21.197279411764704,68.4,True,54.01044117647059,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.3868,False,0,42,0.0
CUST02070,Routine_Commuter,137,49,0.3576642335766423,3508.89,25.612335766423357,63.2,True,54.00656934306569,Medium,Lucknow,Control,0.0,No Incentive,0.35,0.37639999999999996,False,0,49,0.0
CUST03707,Routine_Commuter,143,46,0.3216783216783216,2459.09,17.196433566433566,65.2,True,54.00338286713286,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.38039999999999996,False,0,46,0.0
CUST01984,Routine_Commuter,137,48,0.3503649635036496,2991.82,21.838102189781026,63.9,True,53.99459854014599,Medium,Ahmedabad,Treatment,0.15,Off-Peak Incentive,0.35,0.37779999999999997,False,0,48,0.0
CUST07275,Routine_Commuter,137,48,0.3503649635036496,2374.01,17.328540145985404,63.9,True,53.99459854014599,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.37779999999999997,True,27,21,0.5625
CUST06250,Routine_Commuter,126,52,0.4126984126984127,4031.97,31.999761904761904,61.3,True,53.9904365079365,Medium,Jaipur,Control,0.0,No Incentive,0.35,0.3726,False,0,52,0.0
CUST04114,Routine_Commuter,133,45,0.3383458646616541,4014.87,30.186992481203006,66.3,True,53.99008458646617,Medium,Ahmedabad,Control,0.0,No Incentive,0.35,0.3826,False,0,45,0.0
CUST07415,Routine_Commuter,137,47,0.3430656934306569,3032.78,22.137080291970804,64.6,True,53.98262773722628,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.3792,False,0,47,0.0
CUST06479,Routine_Commuter,131,49,0.3740458015267175,2716.23,20.734580152671757,63.3,True,53.9768320610687,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.3766,True,28,21,0.5714285714285714
CUST06406,Routine_Commuter,141,48,0.3404255319148936,2353.83,16.69382978723404,63.8,True,53.974521276595745,Medium,Chandigarh,Control,0.0,No Incentive,0.35,0.3776,False,0,48,0.0
CUST07581,Routine_Commuter,149,47,0.3154362416107382,3675.93,24.670671140939596,64.3,True,53.972449664429526,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.35,0.3786,False,0,47,0.0
CUST00578,Routine_Commuter,145,50,0.3448275862068966,1486.15,10.249310344827586,62.3,True,53.96810344827587,Medium,Chandigarh,Control,0.0,No Incentive,0.35,0.3746,False,0,50,0.0
CUST03788,Price_Sensitive,134,50,0.373134328358209,3714.08,27.717014925373135,62.4,True,53.96287313432836,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.3,0.3248,False,0,50,0.0
CUST05885,Routine_Commuter,129,52,0.4031007751937984,3540.92,27.448992248062016,61.1,True,53.962781007751936,Medium,Chandigarh,Control,0.0,No Incentive,0.35,0.3722,False,0,52,0.0
CUST03412,Routine_Commuter,130,48,0.3692307692307692,2824.55,21.727307692307697,64.1,True,53.95798076923077,Medium,Kolkata,Control,0.0,No Incentive,0.35,0.3782,False,0,48,0.0
CUST02995,Price_Sensitive,131,43,0.3282442748091603,3315.15,25.30648854961832,67.8,True,53.944770992366415,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.3,0.3356,False,0,43,0.0
CUST06462,Routine_Commuter,127,49,0.3858267716535433,3226.51,25.405590551181103,63.5,True,53.930570866141736,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.377,False,0,49,0.0
CUST06224,Routine_Commuter,130,47,0.3615384615384615,4379.2300000000005,33.68638461538462,64.8,True,53.93028846153847,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.3796,False,0,47,0.0
CUST02885,Routine_Commuter,139,45,0.3237410071942446,2775.66,19.968776978417264,65.9,True,53.929640287769786,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.3818,False,0,45,0.0
CUST03650,Routine_Commuter,128,48,0.375,2067.03,16.148671875,64.2,True,53.92875000000001,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.37839999999999996,False,0,48,0.0
CUST01562,Routine_Commuter,132,43,0.3257575757575757,3758.16,28.47090909090909,67.7,True,53.92655303030303,Medium,Hyderabad,Control,0.0,No Incentive,0.35,0.38539999999999996,False,0,43,0.0
CUST02382,Routine_Commuter,143,44,0.3076923076923077,3256.48,22.772587412587413,66.4,True,53.92394230769231,Medium,Pune,Control,0.0,No Incentive,0.35,0.3828,False,0,44,0.0
CUST05875,Price_Sensitive,140,42,0.3,3696.05,26.400357142857143,68.0,True,53.923750000000005,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.3,0.33599999999999997,False,0,42,0.0
CUST00121,Routine_Commuter,131,53,0.4045801526717557,3677.3,28.070992366412217,60.1,True,53.91820610687023,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.3702,True,29,24,0.5471698113207547
CUST05982,Routine_Commuter,142,47,0.3309859154929577,3650.33,25.706549295774646,64.3,True,53.909436619718306,Medium,Ahmedabad,Treatment,0.15,Off-Peak Incentive,0.35,0.3786,True,27,20,0.574468085106383
CUST06978,Routine_Commuter,130,49,0.3769230769230769,3524.13,27.10869230769231,63.2,True,53.90567307692308,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.37639999999999996,False,0,49,0.0
CUST06821,Convenience_First,137,47,0.3430656934306569,3363.83,24.553503649635037,64.4,True,53.90262773722628,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.2,0.22880000000000003,False,0,47,0.0
CUST06111,Price_Sensitive,135,46,0.3407407407407407,3710.58,27.485777777777777,65.2,True,53.89962962962963,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.3,0.33039999999999997,True,26,20,0.5652173913043478
CUST07368,Price_Sensitive,132,41,0.3106060606060606,2581.07,19.553560606060607,69.1,True,53.880492424242426,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.3,0.3382,False,0,41,0.0
CUST05315,Price_Sensitive,140,48,0.3428571428571428,4373.04,31.236,63.6,True,53.87803571428571,Medium,Lucknow,Control,0.0,No Incentive,0.3,0.3272,False,0,48,0.0
CUST02032,Routine_Commuter,134,43,0.3208955223880597,3050.65,22.766044776119404,67.4,True,53.8733208955224,Medium,Bengaluru,Treatment,0.15,Off-Peak Incentive,0.35,0.3848,False,0,43,0.0
CUST03211,Routine_Commuter,134,43,0.3208955223880597,2998.05,22.373507462686568,67.4,True,53.8733208955224,Medium,Chennai,Control,0.0,No Incentive,0.35,0.3848,False,0,43,0.0
CUST06105,Price_Sensitive,130,42,0.3230769230769231,2733.53,21.027153846153848,68.5,True,53.87182692307693,Medium,Ahmedabad,Control,0.0,No Incentive,0.3,0.33699999999999997,False,0,42,0.0
CUST00880,Convenience_First,133,47,0.3533834586466165,3436.05,25.83496240601504,64.5,True,53.871588345864666,Medium,Delhi NCR,Control,0.0,No Incentive,0.2,0.229,False,0,47,0.0
CUST00324,Routine_Commuter,134,47,0.3507462686567164,2245.14,16.754776119402983,64.4,True,53.86735074626866,Medium,Chandigarh,Control,0.0,No Incentive,0.35,0.37879999999999997,False,0,47,0.0
CUST00613,Convenience_First,136,43,0.3161764705882353,4329.56,31.835000000000004,67.3,True,53.864558823529414,Medium,Lucknow,Control,0.0,No Incentive,0.2,0.2346,False,0,43,0.0
CUST01927,Routine_Commuter,140,45,0.3214285714285714,4912.42,35.08871428571429,65.7,True,53.86089285714286,Medium,Kochi,Control,0.0,No Incentive,0.35,0.38139999999999996,False,0,45,0.0
CUST06356,Routine_Commuter,140,45,0.3214285714285714,4178.62,29.84728571428571,65.7,True,53.86089285714286,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.35,0.38139999999999996,False,0,45,0.0
CUST00370,Price_Sensitive,134,42,0.3134328358208955,2494.55,18.61604477611941,68.1,True,53.85481343283582,Medium,Jaipur,Control,0.0,No Incentive,0.3,0.3362,False,0,42,0.0
CUST00490,Routine_Commuter,136,45,0.3308823529411764,2771.94,20.381911764705883,65.8,True,53.85279411764706,Medium,Ahmedabad,Control,0.0,No Incentive,0.35,0.3816,False,0,45,0.0
CUST01048,Routine_Commuter,136,45,0.3308823529411764,2722.21,20.01625,65.8,True,53.85279411764706,Medium,Hyderabad,Control,0.0,No Incentive,0.35,0.3816,False,0,45,0.0
CUST02225,Routine_Commuter,132,50,0.3787878787878788,3562.98,26.992272727272727,62.2,True,53.847765151515155,Medium,Bengaluru,Control,0.0,No Incentive,0.35,0.37439999999999996,False,0,50,0.0
CUST02956,Routine_Commuter,131,50,0.3816793893129771,4014.37,30.644045801526715,62.2,True,53.84217557251909,Medium,Pune,Control,0.0,No Incentive,0.35,0.37439999999999996,False,0,50,0.0
CUST05173,Routine_Commuter,131,45,0.3435114503816794,2481.13,18.939923664122137,66.0,True,53.83545801526718,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.382,False,0,45,0.0
CUST03789,Routine_Commuter,139,43,0.3093525179856115,3944.5,28.37769784172662,67.1,True,53.834100719424455,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.3842,True,25,18,0.5813953488372093
CUST03943,Routine_Commuter,145,44,0.3034482758620689,3270.26,22.553517241379307,66.1,True,53.832931034482755,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.3822,False,0,44,0.0
CUST07961,Routine_Commuter,140,47,0.3357142857142857,2573.19,18.37992857142857,64.2,True,53.83232142857143,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.37839999999999996,True,27,20,0.574468085106383
CUST03571,Routine_Commuter,142,45,0.3169014084507042,3157.01,22.232464788732397,65.5,True,53.826056338028174,Medium,Lucknow,Treatment,0.15,Off-Peak Incentive,0.35,0.381,False,0,45,0.0
CUST03845,Routine_Commuter,130,49,0.3769230769230769,2695.44,20.734153846153845,63.0,True,53.82567307692308,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.376,True,28,21,0.5714285714285714
CUST01761,Routine_Commuter,131,43,0.3282442748091603,2155.7,16.455725190839694,67.5,True,53.82477099236641,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.38499999999999995,False,0,43,0.0
CUST01567,Routine_Commuter,134,49,0.3656716417910448,3688.29,27.52455223880597,62.8,True,53.82436567164179,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.3756,False,0,49,0.0
CUST04333,Price_Sensitive,133,40,0.3007518796992481,2828.75,21.268796992481203,69.6,True,53.806325187969925,Medium,Pune,Control,0.0,No Incentive,0.3,0.3392,False,0,40,0.0
CUST04867,Routine_Commuter,143,45,0.3146853146853147,3266.1,22.83986013986014,65.4,True,53.80366258741259,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.38079999999999997,True,26,19,0.5777777777777777
CUST01086,Routine_Commuter,139,44,0.316546762589928,3067.91,22.071294964028777,66.3,True,53.801870503597115,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.3826,False,0,44,0.0
CUST02492,Price_Sensitive,141,44,0.3120567375886525,2176.95,15.43936170212766,66.2,True,53.7997695035461,Medium,Mumbai,Control,0.0,No Incentive,0.3,0.3324,False,0,44,0.0
CUST00676,Routine_Commuter,137,45,0.3284671532846715,2400.32,17.52058394160584,65.6,True,53.79868613138686,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.35,0.3812,True,26,19,0.5777777777777777
CUST07576,Routine_Commuter,134,43,0.3208955223880597,2461.42,18.368805970149253,67.2,True,53.79332089552239,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.38439999999999996,False,0,43,0.0
CUST03772,Price_Sensitive,136,43,0.3161764705882353,4038.02,29.691323529411765,67.1,True,53.78455882352941,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.3,0.3342,True,25,18,0.5813953488372093
CUST04059,Routine_Commuter,142,43,0.3028169014084507,3709.99,26.126690140845067,66.8,True,53.78267605633803,Medium,Lucknow,Control,0.0,No Incentive,0.35,0.3836,False,0,43,0.0
CUST05153,Routine_Commuter,129,46,0.3565891472868217,3254.84,25.231317829457364,65.3,True,53.78231589147287,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.35,0.3806,True,27,19,0.5869565217391305
CUST07471,Routine_Commuter,140,44,0.3142857142857143,3397.13,24.265214285714286,66.2,True,53.775178571428576,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.38239999999999996,False,0,44,0.0
CUST07172,Routine_Commuter,134,42,0.3134328358208955,1364.84,10.185373134328358,67.9,True,53.77481343283583,Medium,Jaipur,Control,0.0,No Incentive,0.35,0.3858,False,0,42,0.0
CUST07629,Routine_Commuter,137,42,0.3065693430656934,4949.4,36.12700729927007,67.7,True,53.76277372262774,Medium,Jaipur,Control,0.0,No Incentive,0.35,0.38539999999999996,False,0,42,0.0
CUST07404,Routine_Commuter,142,48,0.3380281690140845,4243.45,29.88345070422535,63.2,True,53.75112676056338,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.35,0.37639999999999996,False,0,48,0.0
CUST00475,Routine_Commuter,135,49,0.362962962962963,3324.34,24.62474074074074,62.6,True,53.74851851851852,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.35,0.3752,False,0,49,0.0
CUST01383,Routine_Commuter,142,45,0.3169014084507042,3568.68,25.131549295774647,65.3,True,53.74605633802817,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.3806,False,0,45,0.0
CUST06671,Routine_Commuter,129,46,0.3565891472868217,3364.72,26.083100775193795,65.2,True,53.74231589147287,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.35,0.38039999999999996,False,0,46,0.0
CUST07044,Routine_Commuter,132,47,0.3560606060606061,2954.94,22.38590909090909,64.2,True,53.73867424242425,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.35,0.37839999999999996,False,0,47,0.0
CUST04946,Routine_Commuter,139,46,0.3309352517985611,5184.6,37.29928057553957,64.7,True,53.73741007194244,Medium,Chennai,Control,0.0,No Incentive,0.35,0.37939999999999996,False,0,46,0.0
CUST05390,Routine_Commuter,133,50,0.3759398496240601,2441.04,18.35368421052631,61.9,True,53.733843984962405,Medium,Lucknow,Control,0.0,No Incentive,0.35,0.37379999999999997,False,0,50,0.0
CUST01022,Routine_Commuter,129,47,0.3643410852713178,2644.19,20.497596899224806,64.4,True,53.732393410852715,Medium,Chennai,Control,0.0,No Incentive,0.35,0.37879999999999997,False,0,47,0.0
CUST07104,Price_Sensitive,131,44,0.3358778625954198,1811.54,13.82854961832061,66.5,True,53.73011450381679,Medium,Bengaluru,Control,0.0,No Incentive,0.3,0.33299999999999996,False,0,44,0.0
CUST00290,Routine_Commuter,148,47,0.3175675675675675,3112.33,21.029256756756755,63.7,True,53.71645270270271,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.35,0.37739999999999996,False,0,47,0.0
CUST06418,Routine_Commuter,136,43,0.3161764705882353,2638.22,19.398676470588235,66.9,True,53.70455882352942,Medium,Kochi,Control,0.0,No Incentive,0.35,0.3838,False,0,43,0.0
CUST07116,Routine_Commuter,128,46,0.359375,2803.62,21.90328125,65.2,True,53.70375,Medium,Jaipur,Control,0.0,No Incentive,0.35,0.38039999999999996,False,0,46,0.0
CUST02037,Routine_Commuter,131,49,0.3740458015267175,4134.25,31.55916030534351,62.6,True,53.696832061068704,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.3752,False,0,49,0.0
CUST05771,Routine_Commuter,140,43,0.3071428571428571,3270.27,23.35907142857143,66.7,True,53.68946428571429,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.38339999999999996,False,0,43,0.0
CUST05513,Price_Sensitive,137,42,0.3065693430656934,2990.9,21.83138686131387,67.5,True,53.682773722627736,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.3,0.33499999999999996,False,0,42,0.0
CUST05601,Routine_Commuter,135,42,0.3111111111111111,3996.28,29.602074074074075,67.6,True,53.67444444444445,Medium,Kolkata,Treatment,0.15,Off-Peak Incentive,0.35,0.3852,False,0,42,0.0
CUST07480,Price_Sensitive,128,45,0.3515625,3502.3,27.36171875,65.9,True,53.67125,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.3,0.3318,True,26,19,0.5777777777777777
CUST04097,Price_Sensitive,133,45,0.3383458646616541,3260.38,24.514135338345863,65.5,True,53.67008458646617,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.3,0.33099999999999996,True,26,19,0.5777777777777777
CUST00275,Routine_Commuter,139,42,0.302158273381295,2623.68,18.875395683453235,67.4,True,53.6663309352518,Medium,Mumbai,Control,0.0,No Incentive,0.35,0.3848,False,0,42,0.0
CUST03486,Price_Sensitive,128,46,0.359375,2510.33,19.611953125,65.1,True,53.66375,Medium,Ahmedabad,Treatment,0.15,Off-Peak Incentive,0.3,0.3302,False,0,46,0.0
CUST01965,Routine_Commuter,132,42,0.3181818181818182,2525.72,19.134242424242423,67.8,True,53.66352272727273,Medium,Delhi NCR,Control,0.0,No Incentive,0.35,0.38559999999999994,False,0,42,0.0
CUST04749,Price_Sensitive,127,47,0.3700787401574803,2470.24,19.45070866141732,64.4,True,53.660649606299216,Medium,Chandigarh,Control,0.0,No Incentive,0.3,0.3288,False,0,47,0.0
CUST06980,Routine_Commuter,135,46,0.3407407407407407,2999.4,22.21777777777778,64.6,True,53.659629629629634,Medium,Lucknow,Treatment,0.15,Off-Peak Incentive,0.35,0.3792,True,26,20,0.5652173913043478
CUST02266,Routine_Commuter,132,47,0.3560606060606061,3721.94,28.19651515151515,64.0,True,53.65867424242425,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.35,0.378,False,0,47,0.0
