customer_id,customer_segment_x,total_sessions,peak_sessions,peak_share,total_energy_kwh,avg_energy_kwh,flexibility_score,eligible_for_intervention,intervention_score,priority_band
CUST04647,Routine_Commuter,134,45,0.3358208955223881,3836.51,28.630671641791047,64.9,True,53.47033582089553,Medium
CUST07583,Routine_Commuter,150,43,0.2866666666666667,4781.38,31.875866666666667,65.7,False,53.469166666666666,Medium
CUST01480,Routine_Commuter,128,46,0.359375,3913.79,30.576484375,64.6,True,53.463750000000005,Medium
CUST07165,Price_Sensitive,124,45,0.3629032258064516,3514.29,28.341048387096773,65.7,True,53.46362903225807,Medium
CUST04909,Routine_Commuter,137,47,0.3430656934306569,2842.9,20.75109489051095,63.3,True,53.46262773722628,Medium
CUST03265,Routine_Commuter,136,40,0.2941176470588235,2389.02,17.566323529411765,68.5,False,53.46220588235294,Medium
CUST01324,Routine_Commuter,139,41,0.2949640287769784,2038.29,14.663956834532376,67.6,False,53.45856115107913,Medium
CUST07954,Price_Sensitive,132,40,0.303030303030303,3121.07,23.644469696969697,68.8,True,53.457462121212124,Medium
CUST07732,Routine_Commuter,140,37,0.2642857142857143,3043.58,21.739857142857144,70.4,False,53.45517857142858,Medium
CUST05822,Routine_Commuter,134,42,0.3134328358208955,1651.58,12.325223880597015,67.1,True,53.45481343283582,Medium
CUST05436,Routine_Commuter,128,42,0.328125,3775.7,29.49765625,67.7,True,53.45375,Medium
CUST03210,Routine_Commuter,134,44,0.3283582089552239,2936.01,21.910522388059704,65.6,True,53.45182835820896,Medium
CUST01525,Routine_Commuter,145,40,0.2758620689655172,3994.39,27.54751724137931,67.9,False,53.4494827586207,Medium
CUST03007,Price_Sensitive,143,33,0.2307692307692307,4222.83,29.53027972027972,72.9,False,53.44701923076923,Medium
CUST04230,Price_Sensitive,143,39,0.2727272727272727,3961.13,27.70020979020979,68.7,False,53.44534090909091,Medium
CUST05278,Routine_Commuter,143,39,0.2727272727272727,2679.44,18.73734265734266,68.7,False,53.44534090909091,Medium
CUST01488,Routine_Commuter,144,34,0.2361111111111111,2859.65,19.858680555555555,72.1,False,53.441944444444445,Medium
CUST01605,Routine_Commuter,139,44,0.316546762589928,4443.17,31.96525179856115,65.4,True,53.44187050359712,Medium
CUST03136,Routine_Commuter,140,40,0.2857142857142857,3111.56,22.22542857142857,68.2,False,53.432321428571434,Medium
CUST00796,Price_Sensitive,125,44,0.352,2885.19,23.08152,66.3,True,53.428749999999994,Medium
CUST00061,Routine_Commuter,146,41,0.2808219178082192,4225.58,28.94232876712329,67.1,False,53.42662671232876,Medium
CUST07222,Routine_Commuter,138,43,0.3115942028985507,1939.47,14.054130434782609,66.1,True,53.42626811594203,Medium
CUST05820,Routine_Commuter,122,50,0.4098360655737705,2365.89,19.392540983606555,61.8,True,53.42594262295082,Medium
CUST05100,Routine_Commuter,139,47,0.3381294964028777,3523.86,25.35151079136691,63.2,True,53.42517985611511,Medium
CUST04491,Routine_Commuter,142,44,0.3098591549295774,4620.8,32.540845070422534,65.2,True,53.424366197183105,Medium
CUST07068,Routine_Commuter,139,41,0.2949640287769784,3572.82,25.70374100719425,67.5,False,53.41856115107914,Medium
CUST04514,Price_Sensitive,135,41,0.3037037037037037,3237.83,23.983925925925924,67.7,True,53.41814814814815,Medium
CUST05448,Price_Sensitive,130,44,0.3384615384615385,3803.77,29.25976923076923,65.8,True,53.40721153846154,Medium
CUST06938,Routine_Commuter,119,53,0.4453781512605042,1390.76,11.687058823529412,59.4,False,53.406376050420164,Medium
CUST00396,Routine_Commuter,143,42,0.2937062937062937,2692.96,18.831888111888112,66.5,False,53.40450174825175,Medium
CUST01797,Price_Sensitive,143,43,0.3006993006993007,3295.22,23.043496503496502,65.8,True,53.404222027972025,Medium
CUST00282,Price_Sensitive,132,41,0.3106060606060606,1689.47,12.799015151515151,67.9,True,53.40049242424244,Medium
CUST01364,Price_Sensitive,138,36,0.2608695652173913,2898.22,21.00159420289855,71.1,False,53.397282608695654,Medium
CUST03815,Price_Sensitive,140,40,0.2857142857142857,3197.14,22.836714285714283,68.1,False,53.39232142857143,Medium
CUST01250,Routine_Commuter,132,44,0.3333333333333333,3422.6,25.92878787878788,65.6,True,53.389583333333334,Medium
CUST04816,Routine_Commuter,125,48,0.384,3326.84,26.61472,63.0,True,53.38875,Medium
CUST07665,Price_Sensitive,139,37,0.2661870503597122,3113.28,22.39769784172662,70.3,False,53.38748201438849,Medium
CUST02174,Routine_Commuter,134,47,0.3507462686567164,3564.32,26.59940298507463,63.2,True,53.38735074626866,Medium
CUST04519,Routine_Commuter,137,44,0.3211678832116788,3021.72,22.056350364963503,65.3,True,53.386715328467155,Medium
CUST07738,Routine_Commuter,144,41,0.2847222222222222,4532.91,31.478541666666665,67.1,False,53.38638888888889,Medium
CUST02065,Routine_Commuter,124,46,0.3709677419354839,2732.61,22.03717741935484,64.7,True,53.38620967741936,Medium
CUST06327,Routine_Commuter,128,46,0.359375,2898.17,22.641953125,64.4,True,53.383750000000006,Medium
CUST00869,Routine_Commuter,116,46,0.396551724137931,3984.33,34.347672413793106,65.4,True,53.38206896551724,Medium
CUST02265,Price_Sensitive,134,38,0.2835820895522388,4159.83,31.043507462686566,69.9,False,53.380783582089556,Medium
CUST02985,Routine_Commuter,132,47,0.3560606060606061,2432.99,18.431742424242422,63.3,True,53.378674242424246,Medium
CUST05647,Price_Sensitive,126,41,0.3253968253968254,3950.77,31.355317460317465,68.5,True,53.37837301587302,Medium
CUST04727,Routine_Commuter,137,43,0.3138686131386861,3965.31,28.943868613138687,66.0,True,53.37474452554745,Medium
CUST00305,Routine_Commuter,136,42,0.3088235294117647,2687.67,19.762279411764705,66.8,True,53.370441176470585,Medium
CUST01801,Routine_Commuter,126,45,0.3571428571428571,3819.32,30.312063492063498,65.3,True,53.36821428571428,Medium
CUST07872,Routine_Commuter,143,40,0.2797202797202797,4309.51,30.136433566433567,67.8,False,53.36506118881119,Medium
CUST05313,Routine_Commuter,148,38,0.2567567567567567,2594.5,17.530405405405407,68.9,False,53.364020270270274,Medium
CUST03036,Price_Sensitive,131,39,0.2977099236641221,2865.2,21.871755725190837,69.4,False,53.36339694656489,Medium
CUST00787,Price_Sensitive,137,42,0.3065693430656934,2638.05,19.255839416058397,66.7,True,53.36277372262774,Medium
CUST02192,Routine_Commuter,129,44,0.3410852713178294,1662.99,12.891395348837207,65.8,True,53.36216085271318,Medium
CUST03523,Routine_Commuter,146,39,0.2671232876712329,3800.42,26.03027397260274,68.3,False,53.358681506849315,Medium
CUST02151,Routine_Commuter,141,43,0.3049645390070922,3714.9,26.346808510638297,65.8,True,53.35608156028369,Medium
CUST01530,Routine_Commuter,146,40,0.273972602739726,2758.17,18.891575342465753,67.6,False,53.35265410958904,Medium
CUST04253,Routine_Commuter,125,47,0.376,2771.16,22.16928,63.7,True,53.34875,Medium
CUST05978,Price_Sensitive,125,43,0.344,2079.4,16.6352,66.9,True,53.34875,Medium
CUST04843,Routine_Commuter,137,44,0.3211678832116788,3224.68,23.5378102189781,65.2,True,53.346715328467155,Medium
CUST01829,Routine_Commuter,138,43,0.3115942028985507,2807.55,20.344565217391303,65.9,True,53.34626811594203,Medium
CUST01767,Routine_Commuter,141,40,0.2836879432624113,3629.47,25.7409219858156,67.9,False,53.34501773049646,Medium
CUST07191,Routine_Commuter,141,40,0.2836879432624113,3523.37,24.988439716312055,67.9,False,53.34501773049646,Medium
CUST01170,Price_Sensitive,134,38,0.2835820895522388,2902.64,21.661492537313432,69.8,False,53.34078358208956,Medium
CUST00011,Routine_Commuter,130,43,0.3307692307692307,2856.13,21.97023076923077,66.4,True,53.33951923076923,Medium
CUST06088,Routine_Commuter,132,47,0.3560606060606061,3373.29,25.555227272727272,63.2,True,53.33867424242425,Medium
CUST03504,Routine_Commuter,126,41,0.3253968253968254,2268.55,18.00436507936508,68.4,True,53.33837301587302,Medium
CUST06687,Routine_Commuter,150,44,0.2933333333333333,3212.8,21.418666666666667,64.7,False,53.33583333333334,Medium
CUST00149,Routine_Commuter,150,41,0.2733333333333333,1797.15,11.981,66.7,False,53.33583333333334,Medium
CUST07458,Routine_Commuter,133,46,0.3458646616541353,2626.55,19.748496240601504,63.9,True,53.330836466165415,Medium
CUST04327,Routine_Commuter,133,46,0.3458646616541353,2109.58,15.861503759398497,63.9,True,53.330836466165415,Medium
CUST00886,Routine_Commuter,142,35,0.2464788732394366,2595.58,18.2787323943662,71.3,False,53.32915492957747,Medium
CUST00169,Routine_Commuter,134,46,0.3432835820895522,2882.54,21.511492537313433,63.8,True,53.32884328358209,Medium
CUST01964,Routine_Commuter,133,42,0.3157894736842105,3356.0,25.23308270676692,66.9,True,53.32782894736843,Medium
CUST05831,Routine_Commuter,138,33,0.2391304347826087,3090.78,22.39695652173913,73.1,False,53.32771739130435,Medium
CUST02381,Routine_Commuter,143,42,0.2937062937062937,4343.42,30.373566433566435,66.3,False,53.32450174825175,Medium
CUST06383,Price_Sensitive,130,41,0.3153846153846154,2182.79,16.790692307692307,67.9,True,53.32413461538462,Medium
CUST05882,Routine_Commuter,131,50,0.3816793893129771,4207.0,32.11450381679389,60.9,True,53.322175572519086,Medium
CUST07759,Routine_Commuter,134,39,0.291044776119403,2334.33,17.420373134328358,69.0,False,53.31929104477612,Medium
CUST04633,Routine_Commuter,128,44,0.34375,4426.88,34.585,65.8,True,53.31875,Medium
CUST00482,Price_Sensitive,138,40,0.2898550724637681,3500.61,25.366739130434784,68.0,False,53.31670289855073,Medium
CUST05736,Price_Sensitive,132,39,0.2954545454545454,2796.33,21.18431818181818,69.2,False,53.31443181818182,Medium
CUST07098,Routine_Commuter,130,46,0.3538461538461538,3350.36,25.772,64.0,True,53.30259615384615,Medium
CUST02632,Price_Sensitive,130,40,0.3076923076923077,2876.56,22.127384615384617,68.6,True,53.2964423076923,Medium
CUST07322,Routine_Commuter,121,47,0.3884297520661157,4135.35,34.17644628099174,64.1,True,53.29594008264463,Medium
CUST02109,Price_Sensitive,128,42,0.328125,3270.32,25.549375,67.3,True,53.29375,Medium
CUST00645,Routine_Commuter,133,42,0.3157894736842105,2651.85,19.93872180451128,66.8,True,53.287828947368425,Medium
CUST04162,Routine_Commuter,140,42,0.3,3928.25,28.05892857142857,66.4,True,53.283750000000005,Medium
CUST00951,Routine_Commuter,137,42,0.3065693430656934,2359.89,17.225474452554742,66.5,True,53.28277372262774,Medium
CUST07121,Routine_Commuter,131,42,0.3206106870229007,3132.34,23.910992366412216,66.9,True,53.279427480916034,Medium
CUST03821,Routine_Commuter,144,36,0.25,3154.65,21.907291666666666,70.3,False,53.2775,Medium
CUST05273,Routine_Commuter,134,41,0.3059701492537313,3350.62,25.00462686567164,67.4,True,53.27630597014925,Medium
CUST01745,Routine_Commuter,135,47,0.3481481481481481,3544.36,26.25451851851852,62.9,True,53.27592592592592,Medium
CUST06944,Routine_Commuter,141,41,0.2907801418439716,3763.09,26.68858156028369,67.0,False,53.268705673758866,Medium
CUST06695,Convenience_First,134,47,0.3507462686567164,3555.82,26.535970149253732,62.9,True,53.26735074626866,Medium
CUST04674,Price_Sensitive,140,39,0.2785714285714286,2452.8,17.52,68.5,False,53.26660714285715,Medium
CUST04527,Routine_Commuter,124,46,0.3709677419354839,2415.8,19.48225806451613,64.4,True,53.26620967741936,Medium
CUST03532,Price_Sensitive,133,37,0.2781954887218045,3807.88,28.630676691729324,70.5,False,53.264069548872186,Medium
CUST01770,Price_Sensitive,123,47,0.3821138211382114,2973.08,24.17138211382114,63.7,True,53.26205284552846,Medium
CUST01719,Price_Sensitive,145,39,0.2689655172413793,4078.1,28.124827586206894,68.1,False,53.25362068965517,Medium
CUST02250,Routine_Commuter,142,37,0.2605633802816901,5039.41,35.488802816901405,69.7,False,53.25253521126761,Medium
CUST03105,Routine_Commuter,133,46,0.3458646616541353,2540.61,19.10233082706767,63.7,True,53.25083646616542,Medium
CUST01051,Routine_Commuter,143,40,0.2797202797202797,3781.59,26.444685314685316,67.5,False,53.245061188811185,Medium
CUST07437,Routine_Commuter,120,51,0.425,3990.4,33.25333333333334,60.7,True,53.245000000000005,Medium
CUST07938,Routine_Commuter,135,40,0.2962962962962963,2676.11,19.82303703703704,68.0,False,53.24185185185185,Medium
CUST06112,Routine_Commuter,134,41,0.3059701492537313,2863.57,21.36992537313433,67.3,True,53.23630597014925,Medium
CUST07566,Routine_Commuter,129,41,0.3178294573643411,2091.0,16.209302325581394,67.8,True,53.23192829457364,Medium
CUST03955,Routine_Commuter,130,42,0.3230769230769231,2498.21,19.217,66.9,True,53.23182692307692,Medium
CUST07084,Routine_Commuter,131,43,0.3282442748091603,2444.43,18.65977099236641,66.0,True,53.224770992366416,Medium
CUST00477,Routine_Commuter,148,40,0.2702702702702703,4223.17,28.53493243243243,67.2,False,53.224560810810814,Medium
CUST03506,Price_Sensitive,136,40,0.2941176470588235,2446.18,17.98661764705882,67.9,False,53.222205882352945,Medium
CUST05940,Price_Sensitive,129,43,0.3333333333333333,2709.67,21.005193798449618,66.2,True,53.21208333333333,Medium
CUST06131,Routine_Commuter,146,38,0.2602739726027397,3819.35,26.159931506849315,68.6,False,53.20470890410959,Medium
CUST01773,Routine_Commuter,137,42,0.3065693430656934,2875.69,20.99043795620438,66.3,True,53.20277372262774,Medium
CUST05427,Routine_Commuter,136,44,0.3235294117647059,4261.93,31.337720588235296,64.9,True,53.19867647058824,Medium
CUST06865,Routine_Commuter,138,40,0.2898550724637681,3545.56,25.692463768115942,67.7,False,53.19670289855073,Medium
CUST04955,Routine_Commuter,145,34,0.2344827586206896,4064.07,28.02806896551724,71.4,False,53.19431034482759,Medium
CUST04252,Routine_Commuter,139,43,0.3093525179856115,2179.13,15.677194244604316,65.5,True,53.19410071942446,Medium
CUST00685,Routine_Commuter,128,45,0.3515625,3279.7,25.62265625,64.7,True,53.191250000000004,Medium
CUST04049,Price_Sensitive,128,45,0.3515625,3111.31,24.307109375,64.7,True,53.191250000000004,Medium
CUST05989,Routine_Commuter,123,41,0.3333333333333333,2798.92,22.755447154471547,68.4,True,53.19083333333334,Medium
CUST04153,Routine_Commuter,137,41,0.2992700729927007,2242.52,16.368759124087592,67.0,False,53.190802919708034,Medium
CUST03163,Routine_Commuter,133,45,0.3383458646616541,2995.53,22.52278195488722,64.3,True,53.19008458646616,Medium
CUST07360,Routine_Commuter,140,39,0.2785714285714286,2933.78,20.95557142857143,68.3,False,53.18660714285715,Medium
CUST07332,Routine_Commuter,127,46,0.3622047244094488,2230.8,17.56535433070866,64.0,True,53.18568897637796,Medium
CUST01194,Price_Sensitive,127,39,0.3070866141732283,2689.63,21.178188976377953,69.5,True,53.180964566929134,Medium
CUST04084,Routine_Commuter,122,44,0.360655737704918,2708.55,22.20122950819672,66.1,True,53.17872950819672,Medium
CUST07534,Routine_Commuter,139,41,0.2949640287769784,2772.42,19.94546762589928,66.9,False,53.178561151079144,Medium
CUST07955,Routine_Commuter,135,41,0.3037037037037037,2993.41,22.173407407407407,67.1,True,53.17814814814815,Medium
CUST01367,Routine_Commuter,138,42,0.3043478260869565,3328.53,24.119782608695655,66.2,True,53.17641304347826,Medium
CUST04027,Routine_Commuter,136,42,0.3088235294117647,4203.92,30.91117647058823,66.3,True,53.17044117647059,Medium
CUST05099,Routine_Commuter,131,44,0.3358778625954198,3318.59,25.332748091603055,65.1,True,53.17011450381679,Medium
CUST03825,Routine_Commuter,149,37,0.2483221476510067,3110.67,20.876979865771812,69.0,False,53.16788590604027,Medium
CUST05226,Routine_Commuter,126,46,0.365079365079365,1148.74,9.116984126984129,64.0,True,53.1656746031746,Medium
CUST02911,Price_Sensitive,131,39,0.2977099236641221,3499.34,26.712519083969468,68.9,False,53.16339694656489,Medium
CUST05397,Routine_Commuter,131,39,0.2977099236641221,2911.57,22.225725190839697,68.9,False,53.16339694656489,Medium
CUST03964,Routine_Commuter,135,40,0.2962962962962963,3046.66,22.567851851851852,67.8,False,53.16185185185185,Medium
CUST02052,Price_Sensitive,137,35,0.2554744525547445,3403.27,24.841386861313868,71.3,False,53.15897810218978,Medium
CUST03109,Price_Sensitive,140,34,0.2428571428571428,2717.78,19.412714285714287,71.8,False,53.15803571428572,Medium
CUST06523,Price_Sensitive,139,38,0.2733812949640288,1725.82,12.415971223021582,69.0,False,53.15525179856115,Medium
CUST00046,Routine_Commuter,129,41,0.3178294573643411,2510.39,19.460387596899224,67.6,True,53.15192829457364,Medium
CUST05126,Routine_Commuter,127,45,0.3543307086614173,3914.2,30.82047244094488,64.7,True,53.1507283464567,Medium
CUST04364,Routine_Commuter,139,37,0.2661870503597122,3826.7,27.53021582733813,69.7,False,53.14748201438849,Medium
CUST05769,Routine_Commuter,149,36,0.2416107382550335,4087.35,27.431879194630874,69.6,False,53.13942953020134,Medium
CUST07814,Routine_Commuter,142,40,0.2816901408450704,4273.83,30.097394366197182,67.3,False,53.13760563380282,Medium
CUST03380,Price_Sensitive,135,38,0.2814814814814815,2276.38,16.862074074074076,69.2,False,53.12925925925926,Medium
CUST02868,Routine_Commuter,128,43,0.3359375,2587.08,20.2115625,66.1,True,53.12625,Medium
CUST07460,Routine_Commuter,130,41,0.3153846153846154,3460.44,26.61876923076923,67.4,True,53.12413461538462,Medium
CUST07579,Routine_Commuter,128,49,0.3828125,2414.5,18.86328125,61.4,True,53.12125,Medium
CUST05888,Routine_Commuter,126,48,0.3809523809523809,2617.77,20.77595238095238,62.3,True,53.120595238095234,Medium
CUST03377,Routine_Commuter,141,43,0.3049645390070922,3958.25,28.072695035460992,65.2,True,53.11608156028369,Medium
CUST03739,Routine_Commuter,135,42,0.3111111111111111,3457.34,25.60992592592593,66.2,True,53.114444444444445,Medium
CUST01215,Price_Sensitive,132,39,0.2954545454545454,4340.58,32.88318181818182,68.7,False,53.11443181818182,Medium
CUST02481,Price_Sensitive,136,35,0.2573529411764705,2456.48,18.06235294117647,71.3,False,53.11161764705882,Medium
CUST00018,Price_Sensitive,125,45,0.36,2300.51,18.40408,64.7,True,53.10875,Medium
CUST05042,Price_Sensitive,125,48,0.384,3460.05,27.6804,62.3,True,53.10875,Medium
CUST07016,Price_Sensitive,135,39,0.2888888888888888,2263.17,16.764222222222223,68.4,False,53.105555555555554,Medium
CUST03108,Routine_Commuter,136,43,0.3161764705882353,2904.52,21.35676470588235,65.4,True,53.104558823529416,Medium
CUST01212,Routine_Commuter,142,40,0.2816901408450704,2804.7,19.751408450704226,67.2,False,53.09760563380282,Medium
CUST06876,Routine_Commuter,142,40,0.2816901408450704,5387.6,37.94084507042254,67.2,False,53.09760563380282,Medium
CUST03305,Routine_Commuter,127,40,0.3149606299212598,3381.02,26.62220472440945,68.5,True,53.09592519685039,Medium
CUST03356,Routine_Commuter,140,37,0.2642857142857143,2930.96,20.93542857142857,69.5,False,53.095178571428576,Medium
CUST01735,Routine_Commuter,126,43,0.3412698412698413,2746.78,21.79984126984127,66.2,True,53.093293650793655,Medium
CUST06934,Routine_Commuter,152,38,0.25,2946.15,19.382565789473684,68.0,False,53.09125,Medium
CUST00930,Routine_Commuter,133,42,0.3157894736842105,3061.85,23.021428571428572,66.3,True,53.08782894736842,Medium
CUST06218,Routine_Commuter,138,41,0.2971014492753623,2717.41,19.691376811594203,66.7,False,53.08655797101449,Medium
CUST03203,Price_Sensitive,121,46,0.3801652892561983,1613.19,13.33214876033058,64.4,True,53.08536157024793,Medium
CUST06304,Price_Sensitive,133,36,0.2706766917293233,3750.2,28.196992481203004,70.8,False,53.083317669172935,Medium
CUST00688,Routine_Commuter,134,37,0.2761194029850746,3340.29,24.927537313432836,69.9,False,53.08227611940299,Medium
CUST01680,Routine_Commuter,128,44,0.34375,2561.47,20.011484375,65.2,True,53.07875,Medium
CUST07730,Routine_Commuter,153,34,0.2222222222222222,3682.59,24.06921568627451,70.5,False,53.076388888888886,Medium
CUST03853,Routine_Commuter,128,40,0.3125,2344.0,18.3125,68.3,True,53.06875,Medium
CUST04457,Routine_Commuter,131,40,0.3053435114503817,3325.29,25.383893129770993,67.9,True,53.06874045801527,Medium
CUST02054,Routine_Commuter,137,44,0.3211678832116788,2436.16,17.7821897810219,64.5,True,53.066715328467154,Medium
CUST02843,Routine_Commuter,132,42,0.3181818181818182,3191.53,24.178257575757577,66.3,True,53.06352272727273,Medium
CUST04401,Price_Sensitive,126,42,0.3333333333333333,2745.57,21.790238095238095,66.9,True,53.05583333333333,Medium
CUST00571,Routine_Commuter,126,42,0.3333333333333333,3000.33,23.812142857142856,66.9,True,53.05583333333333,Medium
CUST00368,Price_Sensitive,134,42,0.3134328358208955,3045.44,22.727164179104477,66.1,True,53.054813432835815,Medium
CUST06813,Routine_Commuter,137,43,0.3138686131386861,3170.15,23.13978102189781,65.2,True,53.05474452554745,Medium
CUST04849,Routine_Commuter,131,41,0.3129770992366412,3955.24,30.19267175572519,67.1,True,53.054083969465644,Medium
CUST00001,Price_Sensitive,141,36,0.2553191489361702,3689.83,26.16900709219858,70.0,False,53.050265957446804,Medium
CUST07709,Routine_Commuter,143,35,0.2447552447552447,4299.31,30.0651048951049,70.5,False,53.04645979020979,Medium
CUST01659,Price_Sensitive,143,39,0.2727272727272727,3672.01,25.67839160839161,67.7,False,53.04534090909091,Medium
CUST06035,Routine_Commuter,118,53,0.4491525423728814,4157.35,35.23177966101695,58.5,False,53.04360169491526,Medium
CUST03299,Routine_Commuter,136,38,0.2794117647058823,3772.35,27.737867647058824,68.9,False,53.03397058823529,Medium
CUST00868,Routine_Commuter,120,47,0.3916666666666666,2526.92,21.057666666666663,63.5,True,53.031666666666666,Medium
CUST04086,Routine_Commuter,141,41,0.2907801418439716,3521.68,24.97645390070922,66.4,False,53.028705673758864,Medium
CUST02842,Price_Sensitive,141,41,0.2907801418439716,4462.65,31.65,66.4,False,53.028705673758864,Medium
CUST00036,Routine_Commuter,145,36,0.2482758620689655,3523.26,24.29834482758621,69.6,False,53.026034482758625,Medium
CUST05282,Routine_Commuter,136,40,0.2941176470588235,3769.71,27.71845588235294,67.4,False,53.02220588235294,Medium
CUST00278,Routine_Commuter,123,47,0.3821138211382114,2165.97,17.60951219512195,63.1,True,53.022052845528464,Medium
CUST03083,Routine_Commuter,126,43,0.3412698412698413,2883.92,22.88825396825397,66.0,True,53.01329365079365,Medium
CUST01256,Price_Sensitive,127,41,0.3228346456692913,1869.13,14.71755905511811,67.5,True,53.010885826771656,Medium
CUST03077,Routine_Commuter,144,31,0.2152777777777778,3560.07,24.722708333333333,73.1,False,53.00861111111111,Medium
CUST02791,Routine_Commuter,137,39,0.2846715328467153,3589.91,26.203722627737225,68.0,False,53.00686131386862,Medium
CUST03423,Routine_Commuter,138,41,0.2971014492753623,4592.07,33.27586956521739,66.5,False,53.006557971014495,Medium
CUST00566,Routine_Commuter,152,36,0.2368421052631578,4152.18,27.316973684210527,69.1,False,53.004934210526315,Medium
CUST03699,Routine_Commuter,130,41,0.3153846153846154,2159.91,16.614692307692305,67.1,True,53.004134615384615,Medium
CUST06723,Routine_Commuter,140,42,0.3,4252.36,30.374,65.7,True,53.003750000000004,Medium
CUST01337,Price_Sensitive,131,39,0.2977099236641221,2273.19,17.35259541984733,68.5,False,53.003396946564884,Medium
CUST04871,Routine_Commuter,133,36,0.2706766917293233,2840.18,21.35473684210526,70.6,False,53.00331766917293,Medium
CUST07737,Routine_Commuter,118,55,0.4661016949152542,2097.84,17.778305084745764,56.7,False,53.001567796610175,Medium
CUST00728,Routine_Commuter,142,44,0.3098591549295774,3392.07,23.887816901408453,64.1,True,52.9843661971831,Medium
CUST02976,Price_Sensitive,138,38,0.2753623188405797,2656.17,19.247608695652175,68.6,False,52.976992753623186,Medium
CUST04515,Routine_Commuter,134,42,0.3134328358208955,3485.08,26.008059701492535,65.9,True,52.97481343283582,Medium
CUST02016,Routine_Commuter,142,38,0.2676056338028169,2295.69,16.166830985915492,68.3,False,52.97422535211268,Medium
CUST05792,Price_Sensitive,124,41,0.3306451612903225,2464.19,19.8725,67.7,True,52.973306451612906,Medium
CUST05694,Price_Sensitive,129,43,0.3333333333333333,2812.88,21.805271317829455,65.6,True,52.97208333333333,Medium
CUST04267,Routine_Commuter,131,36,0.2748091603053435,3328.2,25.406106870229006,70.7,False,52.96736641221374,Medium
CUST07775,Routine_Commuter,130,44,0.3384615384615385,3235.89,24.891461538461535,64.7,True,52.96721153846154,Medium
CUST01579,Routine_Commuter,133,38,0.2857142857142857,3282.72,24.682105263157897,69.0,False,52.96482142857143,Medium
CUST02473,Price_Sensitive,133,36,0.2706766917293233,3032.03,22.797218045112785,70.5,False,52.96331766917294,Medium
CUST03117,Routine_Commuter,139,39,0.2805755395683453,2635.68,18.961726618705036,67.8,False,52.96302158273381,Medium
CUST03485,Price_Sensitive,122,42,0.3442622950819672,3713.9,30.441803278688525,67.2,True,52.96299180327869,Medium
CUST03257,Routine_Commuter,129,44,0.3410852713178294,4611.25,35.74612403100775,64.8,True,52.962160852713176,Medium
CUST00218,Routine_Commuter,129,40,0.3100775193798449,3137.85,24.32441860465116,67.9,True,52.9618507751938,Medium
CUST05264,Routine_Commuter,129,45,0.3488372093023256,3726.1,28.884496124031006,64.0,True,52.95223837209303,Medium
CUST07800,Price_Sensitive,129,37,0.2868217054263566,1625.38,12.599844961240311,70.2,False,52.95161821705427,Medium
CUST02726,Routine_Commuter,124,48,0.3870967741935484,2228.04,17.968064516129033,62.0,True,52.95137096774194,Medium
CUST07610,Routine_Commuter,139,37,0.2661870503597122,1735.5,12.485611510791369,69.2,False,52.94748201438849,Medium
CUST01182,Routine_Commuter,139,42,0.302158273381295,4205.44,30.254964028776975,65.6,True,52.946330935251794,Medium
CUST03291,Price_Sensitive,136,40,0.2941176470588235,3043.18,22.376323529411764,67.2,False,52.942205882352944,Medium
CUST06456,Routine_Commuter,132,40,0.303030303030303,5223.8099999999995,39.57431818181818,67.5,True,52.93746212121212,Medium
CUST03654,Routine_Commuter,128,42,0.328125,2863.03,22.367421875,66.4,True,52.93375,Medium
CUST07965,Routine_Commuter,129,39,0.3023255813953488,1865.9,14.464341085271318,68.6,True,52.93177325581395,Medium
CUST00132,Routine_Commuter,133,40,0.3007518796992481,4250.62,31.95954887218045,67.4,True,52.92632518796993,Medium
CUST01642,Routine_Commuter,133,36,0.2706766917293233,1959.44,14.73263157894737,70.4,False,52.92331766917294,Medium
CUST04150,Price_Sensitive,123,43,0.3495934959349593,2826.6,22.98048780487805,66.1,True,52.921239837398375,Medium
CUST04643,Price_Sensitive,120,47,0.3916666666666666,3362.17,28.018083333333333,63.2,True,52.91166666666666,Medium
CUST01028,Price_Sensitive,125,43,0.344,2816.26,22.53008,65.8,True,52.90875,Medium
CUST00227,Price_Sensitive,139,37,0.2661870503597122,3265.86,23.49539568345324,69.1,False,52.907482014388485,Medium
CUST03778,Routine_Commuter,135,44,0.3259259259259259,2437.94,18.058814814814816,64.2,True,52.90703703703704,Medium
CUST01536,Routine_Commuter,131,43,0.3282442748091603,3353.07,25.595954198473283,65.2,True,52.904770992366416,Medium
CUST07162,Routine_Commuter,136,43,0.3161764705882353,1701.15,12.508455882352942,64.9,True,52.90455882352941,Medium
CUST01368,Routine_Commuter,145,37,0.2551724137931034,3477.59,23.98337931034483,68.6,False,52.901896551724136,Medium
CUST06130,Routine_Commuter,130,43,0.3307692307692307,2417.62,18.597076923076923,65.3,True,52.89951923076923,Medium
CUST02477,Routine_Commuter,130,43,0.3307692307692307,2558.83,19.683307692307693,65.3,True,52.89951923076923,Medium
CUST04065,Routine_Commuter,131,38,0.2900763358778626,2654.87,20.26618320610687,69.0,False,52.898053435114505,Medium
CUST05261,Routine_Commuter,132,45,0.3409090909090909,3176.39,24.063560606060605,63.6,True,52.89261363636364,Medium
